dishonorable4_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable5;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable5_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable6;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable6_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable7;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable7_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable8;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable8_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable9;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable9_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable10;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable10_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dyn_dishonorable1;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable1_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable2;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable2_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable3;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable3_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable4;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable4_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable5;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable5_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable6;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable6_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable7;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable7_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable8;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable8_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable9;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable9_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
dyn_dishonorable10;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;x;;;;;
dyn_dishonorable10_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;Ce membre de la dynastie est notoirement connu pour employer des assassins, provoquant la crainte et le soupçon chez les autres. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;x;;;;;
opinion_stay_calm;Truce;Trêve;Waffenruhe;Truce;Truce;;;;;;;x;;;;;
opinion_increased_authority2;Increased Crown Authority;Autorité royale accrue;Erhöhte Autorität der Krone;;Autoridad de la Corona aumentada;;;;;;;;;x;;;
opinion_increased_authority_ai2;Increased Crown Authority;Autorité royale accrue;Erhöhte Autorität der Krone;;Autoridad de la Corona aumentada;;;;;;;;;x;;;
opinion_increased_authority_ai;Increased Crown Authority;Autorité royale accrue;Erhöhte Autorität der Krone;;Autoridad de la Corona aumentada;;;;;;;;;x;;;
create_k_al_andalus;Al-Andalus;Al-Andalus;Al-Andalus;Al-Andalus;Al-Andalus;;;;;;;x;;;;;
create_k_al_andalus_desc;Become Sultan of Al-Andalus.;Devenir Sultan d'Al-Andalus.;Werden sie Sultan von Al-Andalus.;Become Sultan of Al-Andalus.;Become Sultan of Al-Andalus.;Become Sultan of Al-Andalus.;;;;;;x;;;;;
create_k_al_tagr;Al-Tagr;Al-Tagr;Al-Tagr;Al-Tagr;Al-Tagr;;;;;;;x;;;;;
create_k_al_tagr_desc;Become Sultan of Al-Tagr.;Devenir Sultan d'Al-Tagr.;Werden sie Sultan von Al-Tagr.;Become Sultan of Al-Tagr.;Become Sultan of Al-Tagr.;Become Sultan of Al-Tagr.;;;;;;x;;;;;
create_k_al_garb;Al-Garb;Al-Garb;Al-Garb;Al-Garb;Al-Garb;;;;;;;x;;;;;
create_k_al_garb_desc;Become Sultan of Al-Garb.;Devenir Sultan d'Al-Garb.;Werden sie Sultan von Al-Garb.;Become Sultan of Al-Garb.;Become Sultan of Al-Garb.;Become Sultan of Al-Garb.;;;;;;x;;;;;
create_k_al_xarq;Al-Xarq;Al-Xarq;Al-Xarq;Al-Xarq;Al-Xarq;;;;;;;x;;;;;
create_k_al_xarq_desc;Become Sultan of Al-Xarq.;Devenir Sultan d'Al-Xarq.;Werden sie Sultan von Al-Xarq.;Become Sultan of Al-Xarq.;Become Sultan of Al-Xarq.;Become Sultan of Al-Xarq.;;;;;;x;;;;;
create_k_wend;Become King of Wends;Devenir Roi des Wendes;Werden sie König des Wendlands;Become King of Wends;Become King of Wends;;;;;;;x;;;;;
create_k_wend_desc;Crown yourself King of the Wends and unify the tribes of the Baltic against the Christian invaders.;Se couronner soi-même Roi des Wendes et unifier les tribus de la Baltique contre les envahisseurs chrétiens.;Krönen Sie sich als König des Wendlands und vereinigen Sie die Stämme der Ostsee gegen die christlichen Eindringlinge.;Crown yourself King of the Wends and unify the tribes of the Baltic against the Christian invaders.;Crown yourself King of the Wends and unify the tribes of the Baltic against the Christian invaders.;Crown yourself King of the Wends and unify the tribes of the Baltic against the Christian invaders.;;;;;;x;;;;;
create_e_shiite;Become Caliph;Devenir Calife;Werden Sie Kalif;Become Caliph;Become Caliph;;;;;;;x;;;;;
create_e_shiite_desc;The Shia Caliphate has fallen, but there is yet hope for the faith. With enough influence and piety we could declare ourselves the heir to the Caliphate and create a new Shia Caliphate.;Le Califat Chiite est tombé, mais il y a désormais un espoire pour la foi.  Avec assez d'influence et de piété nous pourrions nous proclamer héritier du Califat et créer un nouveau Califat Chiite. ;Das Schiitisches Kalifat ist gefallen, aber es gibt noch Hoffnung für den Glauben. Mit genug Einfluss und Gläubigkeit konnten wir uns als Erbe des Kalifat erklären und ein neues schiitisches Kalifat schaffen.;The Shia Caliphate has fallen, but there is yet hope for the faith. With enough influence and piety we could declare ourselves the heir to the Caliphate and create a new Shia Caliphate.;The Shia Caliphate has fallen, but there is yet hope for the faith. With enough influence and piety we could declare ourselves the heir to the Caliphate and create a new Shia Caliphate.;;;;;;;x;;;;;
create_e_sunni;Become Caliph;Devenir Calife;Werden Sie Kalif;Become Caliph;Become Caliph;;;;;;;x;;;;;
create_e_sunni_desc;The Sunni Caliphate has fallen, but there is yet hope for the faith. With enough influence and piety we could declare ourselves the heir to the Caliphate and create a new Sunni Caliphate.;Le Califat Sunnite est tombé, mais il y a désormais un espoire pour la foi.  Avec assez d'influence et de piété nous pourrions nous proclamer héritier du Califat et créer un nouveau Califat Sunnite.;Das Sunnitiche Kalifat ist gefallen, aber es gibt noch Hoffnung für den Glauben. Mit genug Einfluss und Gläubigkeit konnten wir uns als Erbe des Kalifat erklären und ein neues Sunnitiche Kalifat schaffen.;The Sunni Caliphate has fallen, but there is yet hope for the faith. With enough influence and piety we could declare ourselves the heir to the Caliphate and create a new Sunni Caliphate.;The Sunni Caliphate has fallen, but there is yet hope for the faith. With enough influence and piety we could declare ourselves the heir to the Caliphate and create a new Sunni Caliphate.;;;;;;;x;;;;;
create_e_latin_empire;Latin Empire;Empire Latin;Lateinisches Reich;Latin Empire;Latin Empire;;;;;;;x;;;;;
create_e_latin_empire_desc;This decision will give you the Latin Empire title.;Cette décision va vous octroyer le titre d'Empire Latin. ;Diese Entscheidung wird Ihnen den Titel des lateinischen Reich einbringen.;This decision will give you the Latin Empire title.;This decision will give you the Latin Empire title.;;;;;;;x;;;;;
create_e_ethiopia;Ethiopian Empire;Empire Ethiopien;Äthiopisches Reich;Ethiopian Empire;Ethiopian Empire;;;;;;;x;;;;;
create_e_ethiopia_desc;This decision will give you the Ethiopia title.;Cette va vous donner le titre d'Ethipie.;Diese Entscheidung wird Ihnen den Titel des lateinischen Reich einbringen.;This decision will give you the Ethiopia title.;This decision will give you the Ethiopia title.;;;;;;;x;;;;;
create_e_danubia;Danubian Empire;Empire Danubien;Danubian Empire;Danubian Empire;Danubian Empire;;;;;;;x;;;;;
create_e_danubia_desc;This decision will give you the Danubia title.;Cette décision va vous donner le titre de Danubie. ;Diese Entscheidung wird Ihnen den Titel des Danubian Reichs einbringen.;This decision will give you the Francia title.;This decision will give you the Francia title.;;;;;;;x;;;;;
create_e_france;Frankish Empire;Empire Franconien;Frakish Empire;Frankish Empire;Frankish Empire;;;;;;;;x;;;;
create_e_france_desc;This decision will give you the Francia title.;Cette décision va vous donner le titre de Franconie. ;This decision will give you the Francia title.;This decision will give you the Francia title.;This decision will give you the Francia title.;;;;;;;;x;;;;
create_e_hre;Holy Roman Empire;Saint Empire Romain;Heiliges Römisches Reich;Holy Roman Empire;Holy Roman Empire;;;;;;;x;;;;;
create_e_hre_desc;This decision will give you the Holy Roman Empire title.;Cette décision va vous donner le titre du Saint Empire Romain.;Diese Entscheidung wird Ihnen den Titel des Heiliges Römisches Reichs einbringen.;This decision will give you the Italy title.;This decision will give you the Italy title.;;;;;;;x;;;;;
create_e_italy;Italian Empire;Empire Italien;Italian Empire;Italian Empire;Italian Empire;;;;;;;;x;;;;
create_e_italy_desc;This decision will give you the Italy title.;Cette décision va vous donner le titre d'Italie. ;This decision will give you the Italy title.;This decision will give you the Italy title.;This decision will give you the Italy title.;;;;;;;;x;;;;
create_e_byzantium;Byzantine Empire;Empire Byzantin;Byzantinisches Reich;Byzantine Empire;Byzantine Empire;;;;;;;x;;;;;
create_e_byzantium_desc;This decision will give you the Byzantine Empire title.;Cette décision va vous donner le titre de l'Empire Byzantin. ;Diese Entscheidung wird Ihnen den Titel des Byzantinisches Reichs einbringen.;This decision will give you the Poland-Lithuania title.;This decision will give you the Poland-Lithuania title.;;;;;;;x;;;;;
create_e_poland_lithuania;Polish-Lithuanian Empire;Empire Polo-Lituanien;Polish-Lithuanian Empire;Polish-Lithuanian Empire;Polish-Lithuanian Empire;;;;;;;;x;;;;
create_e_poland_lithuania_desc;This decision will give you the Poland-Lithuania title.;Cette décision va vous donner le titre de la Pologn-Lituanie.;This decision will give you the Poland-Lithuania title.;This decision will give you the Poland-Lithuania title.;This decision will give you the Poland-Lithuania title.;;;;;;;;x;;;;
create_e_russia;Russian Empire;Empire Russe;Russisches Reich;Russian Empire;Russian Empire;;;;;;;x;;;;;
create_e_russia_desc;This decision will give you the Russia title.;Cette décision va vous donner le titre de Russie. ;This decision will give you the Russia title.;This decision will give you the Russia title.;This decision will give you the Russia title.;;;;;;;;x;;;;
create_e_persia;Persian Empire;Empire Perse;Persian Empire;Persian Empire;Persian Empire;;;;;;;;x;;;;
create_e_persia_desc;This decision will give you the Persian Empire title.;Cette décision va vous donner le titre de l'Empire Perse. ;This decision will give you the Persian Empire title.;This decision will give you the Persian Empire title.;This decision will give you the Persian Empire title.;;;;;;;;x;;;;
create_e_spain;Spanish Empire;Empire Espagnol;Spanish Empire;Spanish Empire;Spanish Empire;;;;;;;;x;;;;
create_e_spain_desc;This decision will give you the Hispania title.;Cette décision va vous donner le titre d'Hispanie. ;This decision will give you the Hispania title.;This decision will give you the Hispania title.;This decision will give you the Hispania title.;;;;;;;;x;;;;
create_e_maghreb;Maghreb Empire;Empire Maghrebin ;Maghreb Empire;Maghreb Empire;Maghreb Empire;;;;;;;;x;;;;
create_e_maghreb_desc;This decision will give you the Maghreb title.;Cette décision va vous donner le titre du Maghreb;This decision will give you the Maghreb title.;This decision will give you the Maghreb title.;This decision will give you the Maghreb title.;;;;;;;;x;;;;
create_e_arabia;Arabian Empire;Empire Arabe;Arabisches Reich;Arabian Empire;Arabian Empire;;;;;;;;x;;;;
create_e_arabia_desc;This decision will give you the Arabian Empire title.;Cette décision va vous donner le titre de l'Empire Arabe.;Diese Entscheidung wird Ihnen den Titel des Arabisches Reichs einbringen.;This decision will give you the Arabian Empire title.;This decision will give you the Arabian Empire title.;;;;;;;;x;;;;
create_e_britannia;Britannian Empire;Empire Briton;Britannien  !;Britannian Empire;Britannian Empire;;;;;;;;x;;;;
create_e_britannia_desc;This decision will give you the Britannia title.;Cette décision va vous donner le titre de la Britannie.;Diese Entscheidung wird Ihnen den Titel des Britannian Reichs einbringen.;This decision will give you the Britannia title.;This decision will give you the Britannia title.;;;;;;;;x;;;;
create_e_scandinavia;Scandinavian Empire;Empire Scandinave;Skandinavisches Reich;Scandinavian Empire;Scandinavian Empire;;;;;;;;x;;;;
create_e_scandinavia_desc;This decision will give you the Scandinavia title.;Cette décision va vous donner le titre de Scandinavie.;Diese Entscheidung wird Ihnen den Titel des Skandinavisches Reichs einbringen.;This decision will give you the Scandinavia title.;This decision will give you the Scandinavia title.;;;;;;;;x;;;;
true_cognatic_succession;Cognatic;Succession cognatique;Kognatisch;;Cognación;;;;;;;;;x;;;
obj_break_out_of_prison_title;Get Out of Prison;Sorte de la prison;Breche aus dem Kerker aus !;Get Out of Prison;Get Out of Prison;;;;;;;;;x;;;
obj_increase_demesne_1_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;x;;;
obj_increase_demesne_1_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_increase_demesne_2_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;;;;x
obj_increase_demesne_2_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_increase_demesne_3_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;;;;x
obj_increase_demesne_3_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_increase_demesne_4_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;;;;x
obj_increase_demesne_4_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_increase_demesne_5_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;;;;x
obj_increase_demesne_5_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_increase_demesne_6_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;;;;x
obj_increase_demesne_6_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_increase_demesne_7_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;;;;x
obj_increase_demesne_7_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_increase_demesne_8_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;;;;x
obj_increase_demesne_8_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_increase_demesne_9_title;Increase Size of Demesne;Agrandir la taille du Demesne ;Länderreien vergrößern;Increase Size of Demesne;Increase Size of Demesne;;;;;;;;;;;;x
obj_increase_demesne_9_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;;
obj_become_duke_title;Gain a Duchy;Gagné un Duché;Erobern Sie ein Herzogtum;Gain a Duchy;Gain a Duchy;;;;;;;;;x;;;
obj_become_duke_desc;[This.GetTitledFirstName] is not satisfied with being a mere Count.;[This.GetTitledFirstName] n'est pas satisfait d'être un simple comte.;[This.GetTitledFirstName] ist damit nicht zufrieden, ein bloßer Graf zu sein.;[This.GetTitledFirstName] is not satisfied with being a mere Count.;[This.GetTitledFirstName] is not satisfied with being a mere Count.;;;;;;;;;x;;;
obj_go_crusade_title;Take the Cross;Prendre la Croix;Nehmen Sie das Kreutz;Take the Cross;Take the Cross;;;;;;;;;x;;;
obj_go_crusade_desc;[This.GetTitledFirstName] wants to join the Crusade against the infidels.;[This.GetTitledFirstName] veut rejoindre la Croisade contre les Infidèles.;[This.GetTitledFirstName] will sich dem Kreuzzug gegen die Ungläubigen anschließen.;[This.GetTitledFirstName] wants to join the Crusade against the infidels.;[This.GetTitledFirstName] wants to join the Crusade against the infidels.;;;;;;;;;x;;;
obj_go_jihad_title;Join the Jihad;Rejoindre le Djihad;Am Jihad teilnehmen;Join the Jihad;Join the Jihad;;;;;;;;;x;;;
obj_go_jihad_desc;[This.GetTitledFirstName] wants to join the Jihad against the infidels.;[This.GetTitledFirstName] veut rejoindre le Djihad contre les Infidèles.;[This.GetTitledFirstName] will sich dem Jihad gegen die Ungläubigen anschließen.;[This.GetTitledFirstName] wants to join the Jihad against the infidels.;[This.GetTitledFirstName] wants to join the Jihad against the infidels.;;;;;;;;;x;;;
obj_five_children_title;Have Five Children;Avoir cinq enfants;Bekommen sie fünf Kinder;Have Five Children;Have Five Children;;;;;;;;;x;;;
obj_five_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;[This.GetTitledFirstName] veut une grande famille et de nombreux enfants pour perpétuer sa lignée.;[This.GetTitledFirstName]will eine große Familie und viele Kinder um das  Vermächtnis der [This.GetHerHis]fortzusetzen.;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;x;;;
obj_ten_children_title;Have Ten Children;Avoir dix enfants;Bekommen sie zehn Kinder;Have Ten Children;Have Ten Children;;;;;;;;;x;;;
